no_1,obs_code,manageme_1,name_K_1,name_E_1,watershe_1,address_1,long,lat_1,start_1,Ele,level_1,remark_1
155,10154030,환경부,가평군(중미산),Gapyeonggun(Joongmisan),한강,경기도 가평군 설악면 가일리 산 65-37 중미산고개,127.477222,37.592778,1996-12-01,494.4,우수(B),장비고장 일시운영정지 (4.29~4.30)
156,10154032,한수원,청평댐,Cheongpyung Dam,한강,경기도 가평군 설악면 유명로 2630,127.420556,37.722778,1986-01-06,42.2,보통(C),
157,10154035,한수원,산장제1교,Sanjang 1 Kyo,한강,경기도 가평군 상면 덕현리 734,127.410278,37.755,2013-12-30,62.33,보통(C),
158,10164010,환경부,광주시(광주시청),Gwangjusi(Gwangjusichung),한강,경기도 광주시 행정타운로 50 광주시청,127.254722,37.429444,1916-01-01,122.2,우수(B),
159,10164020,환경부,광주시(남한산초교),Gwangjusi(Namhansanchogyo),한강,경기도 광주시 중부면 남한산성로 770 남한산초등학교,127.185556,37.478333,1962-07-01,330.4,우수(B),장비고장 일시운영정지 (5.15~5.17)
160,10164030,환경부,용인시(포곡초교),Yonginsi(Pogokchogyo),한강,경기도 용인시 처인구 포곡읍 부곡로 24 포곡초등학교,127.219722,37.281111,1967-01-01,80.8,우수(B),
161,10164040,환경부,용인시(운학초교),Yonginsi(Unhakchogyo),한강,경기도 용인시 처인구 동부로 465번길 7 운학초등학교,127.245278,37.202778,1967-01-01,124.6,우수(B),
162,10164050,환경부,용인시(모현면사무소),Yonginsi(Mohyeonmyeonsamuso),한강,경기도 용인시 처인구 모현면 독점로 31-6 모현읍행정,127.242778,37.33,1967-01-01,64.5,우수(B),
163,10164060,환경부,용인시(용동중교),Yonginsi(Yongdongjoonggyo),한강,경기도 용인시 처인구 양지면 남곡로 26 용동중학교,127.283889,37.231389,1967-01-01,133,우수(B),
164,10164070,환경부,용인시(역삼동주민센터),Yonginsi(Yeoksamdongjumincenter),한강,경기도 용인시 처인구 명지로 16 역삼동행정복지센터,127.188333,37.234444,1974-07-04,114.8,우수(B),
165,10164075,한수원,경안교,Kyoungan Kyo,한강,경기도 광주시 오포읍 양벌리 16-9,127.251667,37.3925,2013-12-30,47.51,보통(C),
166,10164080,환경부,광주시(경안교),Gwangjusi(Gyeongangyo),한강,경기도 광주시 쌍령동 경안교,127.263056,37.406667,1989-07-01,48.2,우수(B),
167,10174020,환경부,남양주시(팔당댐),Namyangjusi(Paldangdam),한강,경기도 남양주시 조안면 다산로 320 팔당댐,127.283333,37.527222,1962-07-01,59.8,우수(B),
168,10184010,환경부,의정부시(중앙초교),Uijeongbusi(Joongangchogyo),한강,경기도 의정부시 호국로 1291번길 17 중앙초등학교,127.046389,37.744722,1916-01-01,81.8,우수(B),
169,10184020,환경부,포천시(내촌면사무소),Pocheonsi(Naechonmyeonsamuso),한강,경기도 포천시 내촌면 내촌로 70 내촌면사무소,127.228333,37.786111,1962-05-01,122.3,우수(B),장비고장 일시운영정지 (6.10~6.11)
170,10184040,환경부,성남시(한국학중앙연구원),Seongnamsi(Hankookhackjoongangyeonguwon),한강,경기도 성남시 분당구 하오개로 323 한국학중앙연구원,127.050833,37.392778,1962-07-01,140.6,우수(B),
171,10184060,환경부,남양주시(금곡초교),Namyangjusi(Geumgokchogyo),한강,경기도 남양주시 경춘로 995번길 7 금곡초등학교,127.211389,37.635833,1966-09-01,70.4,우수(B),장비고장 일시운영정지 (5.28~6.1)
172,10184080,환경부,서울시(구로구청),Seoulsi(Guroguchung),한강,서울특별시 구로구 가마산로 245 구로구청,126.886389,37.495,1984-04-01,36.8,우수(B),장비고장 일시운영정지 (4.29~5.5)
173,10184090,환경부,안양시(충훈1교),Anyangsi(Chunghoon1gyo),한강,경기도 안양시 만안구 박달동 충훈1교,126.903056,37.404722,1984-04-01,26.9,우수(B),
174,10184100,환경부,서울시(대곡교),Seoulsi(Daegokgyo),한강,서울특별시 강남구 세곡동 대곡교,127.1225,37.468889,1984-04-01,23.8,우수(B),장비고장 일시운영정지 (7.3~7.4)
175,10184110,환경부,남양주시(진관교),Namyangjusi(Jingwangyo),한강,경기도 남양주시 퇴계원면 퇴계원리 진관교,127.151944,37.65,1984-04-01,33.7,우수(B),
176,10184120,환경부,포천시(진목리),Pocheonsi(Jinmokri),한강,경기도 포천시 내촌면 진목리 638-3,127.211389,37.791111,1984-04-01,109.3,우수(B),
177,10184125,환경부,의정부시(도봉차량기지),Uijeongbusi(Dobongcharyanggiji),한강,경기도 의정부시 장암동 163-3 도봉차량기지,127.051944,37.7025,2002-10-16,61,우수(B),장비고장 일시운영정지 (5.28~6.1)
178,10184130,환경부,성남시(대장동),Seongnamsi(Daejangdong),한강,경기도 성남시 분당구 대장동 310,127.069722,37.36,2002-02-01,103.78,우수(B),
179,10184140,환경부,서울시(송정동),Seoulsi(Songjeongdong),한강,서울특별시 성동구 송정동 75-30,127.055556,37.552222,2002-03-01,42.8,우수(B),
180,10184150,환경부,과천시(한국수자원공사),Gwacheonsi(Hankooksujawongongsa),한강,경기도 과천시 교육원로 11 한국수자원공사 수도권지?,126.987222,37.423611,2002-10-01,52.6,우수(B),
181,10184160,환경부,부천시(부안초교),Bucheonsi(Buanchogyo),한강,경기도 부천시 소사구 경인로 484번길 75 부안초등학?,126.811667,37.48,2002-10-01,63.3,우수(B),
182,10184170,환경부,군포시(군포1동주민센터),Gunposi(Gunpo1dongjumincenter),한강,경기도 군포시 군포로 531 군포1동 행정복지센터,126.945556,37.353889,2002-10-01,72.5,우수(B),
183,10184180,환경부,성남시(성남북초교),Seongnamsi(Seongnambookchogyo),한강,경기도 성남시 수정구 희망로 534번길 3 성남북초등학,127.151111,37.451389,2002-10-01,112.1,우수(B),
184,10184190,환경부,서울시(동막골주차장),Seoulsi(Dongmakgoljuchajang),한강,서울특별시 노원구 덕릉로 897 동막골주차장,127.085833,37.674722,2002-10-01,92.7,우수(B),
185,10184200,환경부,서울시(월계2교),Seoulsi(Wallgae2gyo),한강,서울특별시 노원구 월계동 월계2교,127.05,37.624167,2002-10-01,49.9,우수(B),장비고장 일시운영정지 (7.3~7.4)
186,10184210,환경부,의왕시(포일동),Uiwangsi(Poildong),한강,경기도 의왕시 포일동 157,126.988056,37.388889,2002-10-01,53.62,우수(B),
187,10184220,환경부,남양주시(진접읍사무소),Namyangjusi(Jinjeopeupsamuso),한강,경기도 남양주시 진접읍 금강로 1509-26 진접읍행정복,127.19,37.726111,2002-10-01,80.5,우수(B),
188,10184230,환경부,성남시(구미초교),Seongnamsi(Gumichogyo),한강,경기도 성남시 분당구 미금로 22번길 25 구미초등학교,127.117778,37.337778,2002-10-16,81.9,우수(B),
189,10184232,한수원,팔당댐,Paldang Dam,한강,경기도 남양주시 조안면 다산로 320,127.283333,37.527222,1986-01-06,31,보통(C),
190,10194010,환경부,김포시(김포시청),Gimposi(Gimposichung),한강,경기도 김포시 사우중로 1 김포시청,126.715556,37.615278,1962-07-01,65.3,우수(B),
191,10204010,환경부,연천군(고문분교),Yeoncheongun(Gomunbungyo),한강,경기도 연천군 연천읍 현문로 459 고문분교,127.113056,38.065278,2001-10-06,124.8,우수(B),장비고장 일시운영정지 (9.27~10.1)
192,10204020,환경부,연천군(상리초교),Yeoncheongun(Sangrichogyo),한강,경기도 연천군 연천읍 상리로 70 상리초등학교,127.075278,38.135278,2001-10-06,121.1,우수(B),
193,10214010,환경부,연천군(임진교),Yeoncheongun(Imjingyo),한강,경기도 연천군 군남면 진상리 임진교,127.0175,38.056389,2000-07-01,61.9,우수(B),
194,10214020,수자원공사,연천군(횡산리),Yeoncheongun(Hoengsanri),한강,경기도 연천군 중면 횡산리 238,126.986667,38.116389,2011-01-01,54.9,최적(A),(해발고 변경) 43.000 → 54.900
195,10214030,수자원공사,연천군(군남댐),Yeoncheongun(Gunnamdam),한강,경기도 연천군 군남면 솔너머길 99,127.020833,38.104444,2011-01-01,41.5,우수(B),(해발고 변경) 51.000 → 41.500
196,10224010,환경부,포천시(용담교),Pocheonsi(Yongdamgyo),한강,경기도 포천시 영북면 자일리 용담교,127.271944,38.123889,2000-07-01,137,우수(B),
197,10224020,환경부,포천시(영송리),Pocheonsi(Yeongsongri),한강,경기도 포천시 영중면 영송리 549-6,127.216389,38.009444,2000-07-01,68,우수(B),
198,10224030,환경부,철원군(청양리),Cheorwongun(Cheongyangri),한강,강원도 철원군 김화읍 청양로 320 홍천국토관리사무소,127.372778,38.2425,2000-07-01,214.3,우수(B),
199,10224040,환경부,포천시(포천노곡초교),Pocheonsi(Pocheonnogokchogyo),한강,경기도 포천시 이동면 성장로 869번길 4 포천노곡초등,127.336111,38.008056,2001-10-06,123.5,우수(B),장비고장 일시운영정지 (9.27~10.1)
200,10224050,환경부,양주시(봉암초교),Yangjusi(Bongamchogyo),한강,경기도 양주시 은현면 삼육사로 473 봉암초등학교,127.005833,37.910833,2001-10-06,100.5,우수(B),
201,10224060,환경부,포천시(포천삼정초교),Pocheonsi(Pocheonsamjeongchogyo),한강,경기도 포천시 신북면 청신로 947번길 17 삼정초등학?,127.131389,37.963889,2001-10-06,133.5,우수(B),
202,10224070,환경부,포천시(송우초교),Pocheonsi(Songwuchogyo),한강,경기도 포천시 소홀읍 송우로 42 송우초등학교,127.143611,37.83,2001-10-06,139.2,우수(B),
203,10224080,환경부,철원군(오덕초교),Cheorwongun(Odeokchogyo),한강,강원도 철원군 동송읍 오덕로 159 오덕초등학교,127.233611,38.223889,2001-10-06,193.3,우수(B),
204,10224090,환경부,포천시(화현초교),Pocheonsi(Hwahyeonchogyo),한강,경기도 포천시 화현면 달인동로1길 29 화현초등학교,127.285278,37.902222,2001-10-06,143.4,우수(B),
205,10224100,환경부,철원군(서면초교),Cheorwongun(Seomyeonchocho),한강,강원도 철원군 서면 자등로 634 서면초등학교,127.416944,38.169167,2001-10-06,287.3,우수(B),
206,10234010,환경부,파주시(통일대교),Pajusi(Tongildaegyo),한강,경기도 파주시 문산읍 마정리 통일대교,126.741667,37.904444,2000-07-01,16.1,우수(B),
207,10234020,환경부,파주시(법원리),Pajusi(beobwolli),한강,경기도 파주시 법원읍 술이홀로 970-9 법원읍행정복지,126.88,37.856667,2001-10-06,95.9,우수(B),
208,10234030,환경부,파주시(신산초교),Pajusi(Sinsanchogyo),한강,경기도 파주시 광탄면 심궁로 13 신산초등학교,126.851944,37.780556,2001-10-06,69.5,우수(B),
209,10234040,환경부,파주시(용연초교),Pajusi(Yongyeonchogyo),한강,경기도 파주시 파평면 청송로 402번길 31 용연초등학?,126.857778,37.928611,2001-10-06,48.5,우수(B),
210,11014010,환경부,평택시(진위면사무소),Pyeongtaeksi(Jinwimyeonsamuso),안성천,경기도 평택시 진위면 봉남길 61 진위면행정복지센터,127.090556,37.1,1919-07-01,31.4,우수(B),
211,11014020,환경부,안성시(안성시청),Anseongsi(Anseongsichung),안성천,경기도 안성시 시청길 25 안성시청,127.278611,37.008056,1927-01-01,65.2,우수(B),
212,11014030,환경부,용인시(원삼면사무소),Yonginsi(Wonsammyeonsamuso),안성천,경기도 용인시 처인구 원삼면 원양로 64 원삼면행정복,127.312778,37.166111,1962-07-01,106.9,우수(B),
213,11014040,환경부,화성시(양감면사무소),Hwaseongsi(Yanggammyeonsamuso),안성천,경기도 화성시 양감면 초록로 7 양감행정복지센터,126.946111,37.0825,1968-07-01,29.6,우수(B),
214,11014050,환경부,천안시(대홍초교),Cheonansi(Daeheungchogyo),안성천,충청남도 천안시 서북구 성환읍 잠실길 4 대홍초등학?,127.148333,36.949722,1968-07-01,24.8,우수(B),
215,11014060,환경부,화성시(수원대학교),Hwaseongsi(Suwondaehackgyo),안성천,경기도 화성시 봉담읍 와우안길 17 수원대학교(IT대학,126.975,37.21,1996-09-01,78.1,우수(B),장비고장 일시운영정지 (5.15~5.17)
216,11014070,환경부,평택시(회화리),Pyeongtaeksi(Hoehwari),안성천,경기도 평택시 서탄면 회화리 388,127.028889,37.096111,1996-09-01,16.9,우수(B),
217,11014080,환경부,평택시(군문교),Pyeongtaeksi(Gunmoongyo),안성천,경기도 평택시 군문동 군문교,127.08,36.983611,1996-09-01,17.6,우수(B),
218,11014090,환경부,용인시(신갈저수지),Yonginsi(Singalgersugi),안성천,경기도 용인시 기흥구 고매동 산 87-1,127.093889,37.226111,1996-09-01,57.6,우수(B),
219,11014100,환경부,용인시(이동면사무소),Yonginsi(Idongmyeonsamuso),안성천,경기도 용인시 처인구 이동면 경기동로 673 이동읍행?,127.196111,37.141111,1996-09-01,61.2,우수(B),
220,11014110,환경부,천안시(성거읍사무소),Cheonansi(Seonggereupsamuso),안성천,충청남도 천안시 서북구 성거읍 봉주로 469 성거읍행?,127.199167,36.878056,1996-09-01,60.3,우수(B),
221,11014120,환경부,안성시(삼암리),Anseongsi(Samamri),안성천,경기도 안성시 양성면 삼암리 195-5,127.203611,37.029167,1996-09-01,42.1,우수(B),
222,11014130,환경부,안성시(안성서운중교),Anseongsi(Anseongseounjoonggyo),안성천,경기도 안성시 서운면 바우덕이로 2 안성서운중학교,127.263056,36.944722,1996-09-01,55.6,우수(B),
223,11014140,환경부,파주시(적암초교),Pajusi(Jeokamchogyo),한강,경기도 파주시 적성면 율곡로 3042 적암초등학교,127.004167,37.987778,2000-07-01,55.5,우수(B),
224,12024010,환경부,안산시(안산호동초교),Ansansi(Ansanhodongchogyo),한강서해,경기도 안산시 상록구 성호로 70 안산호동초등학교,126.865,37.312778,1978-01-01,41.3,우수(B),
225,12024020,환경부,안산시(장상동),Ansansi(Jangsangdong),한강서해,경기도 안산시 상록구 장상동 523,126.880833,37.351111,1978-01-01,64.3,우수(B),
226,13014010,환경부,양양군(갈천리),Yangyanggun(Galcheonri),양양남대천,강원도 양양군 서면 갈천리 126,128.503889,37.908333,1983-07-01,367.2,우수(B),
227,13014020,환경부,인제군(한계령),Injegun(Hangyeryoeng),한강,강원도 인제군 북면 한계리 산 1-2번지(한계령휴게소,128.405,38.097778,1983-08-01,913.6,우수(B),
228,13024010,환경부,강릉시(소금강분소),Gangryungsi(Sogeumgangbunso),한강동해,강원도 강릉시 연곡면 삼산리 159-2,128.7125,37.8225,1983-07-01,193.5,우수(B),장비고장 일시운영정지 (3.2)
229,13024030,수자원공사,동해시(달방댐),Donghaesi(Dalbangdam),한강동해,강원도 동해시 신흥동 24-3,129.021667,37.516944,1996-11-01,120,최적(A),(주소 변경) 신흥동 99 → 신흥동 24-3
230,13034010,환경부,삼척시(심포리),Samcheoksi(Simpori),삼척오십천,강원도 삼척시 도계읍 심포리 267-5,129.033056,37.194444,1983-07-01,420.6,우수(B),장비고장 일시운영정지 (6.3~6.4)
231,20014010,환경부,봉화군(재산면사무소),Bonghwagun(Jaesanmyeonsamuso),낙동강,경상북도 봉화군 재산면 현동리 763 (재산면사무소),128.961944,36.816111,1962-11-01,322.5,우수(B),레코더고장 일시운영중지(5.16~5.17)
232,20014020,환경부,안동시(석동동),Andongsi(Seokdongdong),낙동강,경상북도 안동시 석동동 412,128.805833,36.574444,1968-01-01,210.8,우수(B),
233,20014030,환경부,안동시(서부리),Andongsi(Seoburi),낙동강,경상북도 안동시 도산면 서부리 산32 (한국국학진흥원,128.810833,36.704167,1968-03-01,255,우수(B),
234,20014040,환경부,봉화군(애당리),Bonghwagun(Aedangri),낙동강,경상북도 봉화군 춘양면 애당리 184-3 (무지개팬션 내,128.8725,36.985278,1968-01-01,400.2,우수(B),"일시운영중지(5.10, 5.27~6.4)"
235,20014050,환경부,안동시(월곡초교),Andongsi(Wolgokchogyo),낙동강,경상북도 안동시 예안면 정산리 624 (월곡초교),128.887222,36.661111,1968-01-01,216.2,최적(A),
236,20014060,환경부,봉화군(풍호리),Bonghwagun(Punghori),낙동강,경상북도 봉화군 명호면 풍호리 산174,128.888889,36.846111,1968-01-01,206.8,최적(A),일시운영중지(5.16~5.17)
237,20014070,환경부,태백시(태백시청),Taebaeksi(Taebaeksicheong),낙동강,강원도 태백시 황지동 244-3 (태백시청 견인차량 보관,128.986389,37.163056,1968-01-01,700.6,최적(A),"일시운영중지(5.16~5.31, 6.3~6.4)"
238,20014080,환경부,봉화군(석포초교),Bonghwagun(Seokpochogyo),낙동강,경상북도 봉화군 석포면 석포리 산5-2 (석포초교 뒷산,129.063611,37.0475,1968-01-01,501.5,우수(B),"일시운영중지(5.28, 8.29~9.2)"
239,20014090,환경부,봉화군(분천리),Bonghwagun(Buncheonri),낙동강,경상북도 봉화군 소천면 분천리 산165-13 (옥방휴게소,129.121111,36.933056,1968-01-01,435.3,최적(A),
240,20014110,수자원공사,안동시(의촌리),Andongsi(Yuichonri),낙동강,경상북도 안동시 도산면 의촌리 산23,128.853889,36.716944,1978-07-16,210,최적(A),
241,20014120,수자원공사,봉화군(대현리),Bonghwagun(Deahyunri),낙동강,경상북도 봉화군 석포면 대현리 290-4,128.972778,37.071944,1978-07-16,665,최적(A),
242,20014130,수자원공사,봉화군(갈산리),Bonghwagun(Galsanri),낙동강,경상북도 봉화군 재산면 갈산리 산325,128.978611,36.8375,1978-07-16,480,최적(A),
243,20014140,수자원공사,봉화군(고선리),Bonghwagun(Kosunri),낙동강,경상북도 봉화군 소천면 고선리 250-6,128.990278,36.958889,2009-09-17,450,최적(A),
244,20014160,환경부,태백시(소도동),Taebaeksi(Sododong),낙동강,강원도 태백시 소도동 산38-8 (공원관리사무소 주차장,128.952222,37.1225,1983-07-01,793.5,보통(C),관측방법 변경(수위제어식→전도형)
245,20014170,수자원공사,봉화군(관창리),Bonghwagun(Gwanchangri),낙동강,경상북도 봉화군 명호면 관창리 1037-2,128.873889,36.812222,1995-05-28,450,최적(A),
246,20014180,수자원공사,안동시(기사리),Andongsi(Gisari),낙동강,경상북도 안동시 예안면 기사리 630,128.8675,36.654167,1968-01-01,260,최적(A),
247,20014190,수자원공사,봉화군(서동리),Bonghwagun(Seodongri),낙동강,경상북도 봉화군 춘양면 서동리 산11-1,128.916389,36.949444,1995-05-28,350,최적(A),
248,20014200,수자원공사,태백시(문곡동),Taebaeksi(Mungokdong),낙동강,강원도 태백시 문곡동 산29,129.005556,37.126667,1995-05-28,600,최적(A),
249,20014210,수자원공사,울진군(전곡리),Wuljingun(Jeongokri),낙동강,경상북도 울진군 서면 전곡리 산45-2,129.109722,36.962778,1995-05-28,600,최적(A),
250,20014230,환경부,영천시(화남면사무소),Yeongcheonsi(Hwanammyeonsamuso),낙동강,경상북도 영천시 화남면 삼창리 1022-1 (화남면사무소,128.889444,36.059167,2002-01-01,113.5,최적(A),
251,20024020,환경부,안동시(당북동),Andongsi(Dangbukdong),낙동강,경상북도 안동시 당북동 398-4,128.719167,36.558611,1916-11-01,97,최적(A),
252,20024030,환경부,청송군(현서면사무소),Cheongsonggun(Hyeonseomyeonsamuso),낙동강,경상북도 청송군 현서면 구산리 97-1 (현서면사무소),128.895833,36.275833,1961-08-01,329.4,최적(A),일시운영중지(11.8)
253,20024050,환경부,안동시(묵계교),Andongsi(Mukgyegyo),낙동강,경상북도 안동시 길안면 묵계리 1127-85 ((구)묵계교),128.910833,36.431667,1964-08-01,149.2,최적(A),
254,20024060,환경부,안동시(중평리),Andongsi(Jungpyeongri),낙동강,경상북도 안동시 임동면 중평리 산195,128.918333,36.564722,1969-07-01,181.1,우수(B),
255,20024080,수자원공사,청송군(덕리),Cheongsonggun(Deokri),낙동강,경상북도 청송군 청송읍 두들길 16,129.041667,36.43,1987-09-30,270,우수(B),
256,20024090,수자원공사,청송군(대전리),Cheongsonggun(Daejeonri),낙동강,경상북도 청송군 부남면 부남로 136,129.066111,36.331111,1987-09-30,380,우수(B),
257,20024100,수자원공사,영양군(현리),Yeongyanggun(Hyeonri),낙동강,경상북도 영양군 영양읍 영양로 1610,129.106389,36.653056,1987-09-30,225,우수(B),
258,20024110,수자원공사,영양군(답곡리),Yeongyanggun(Dapgokri),낙동강,경상북도 영양군 석보면 하논실3길 9-14,129.141111,36.545,1987-09-30,250,최적(A),
259,20024120,수자원공사,영양군(도곡리),Yeongyanggun(Dogokri),낙동강,경상북도 영양군 일월면 오리도곡로 10-9,129.086111,36.751111,1992-06-30,380,최적(A),
260,20024130,환경부,청송군(도평리),Cheongsonggun(Dopyeongri),낙동강,경상북도 청송군 현동면 도평리 산14-10 (청송제설창?,129.051111,36.301111,1998-03-01,461.8,최적(A),"일시운영중지(5.10~11, 5.16~17, 5.20, 6.3~4, 7.3~4,"
261,20024140,수자원공사,청송군(월전리),Cheongsonggun(Woljeonri),낙동강,경상북도 청송군 진보면 참막길 39-207,129.066389,36.530833,2000-01-01,280,최적(A),
262,20024150,수자원공사,청송군(상의리),Cheongsonggun(Sanguiri),낙동강,경상북도 청송군 부동면 주왕산로 714-2,129.142222,36.378889,2000-01-01,370,최적(A),
263,20024160,수자원공사,영양군(송하리),Yeongyanggun(Songhari),낙동강,경상북도 영양군 수비면 북수길 15,129.201389,36.6975,2000-01-01,374,최적(A),
264,20024170,수자원공사,청송군(성재리),Cheongsonggun(Seongjaeri),낙동강,경상북도 청송군 안덕면 성덕댐로 1191,128.964722,36.24,2014-01-01,381.9,최적(A),
265,20024180,수자원공사,청송군(갈천리),Cheongsonggun(Galchunri),낙동강,경상북도 청송군 현서면 성덕댐로 606,128.946389,36.195278,2014-01-01,400,최적(A),
266,20024190,수자원공사,청송군(무계리),Cheongsonggun(Moogyeri),낙동강,경상북도 청송군 현서면 무계리 산 49,128.9825,36.183333,2014-01-01,575.5,최적(A),
267,20034010,환경부,의성군(풍지교),Uiseonggun(Pungjigyo),낙동강,경상북도 의성군 다인면 용곡리 764 (풍지교),128.365,36.53,1962-11-01,69.3,최적(A),
